Mod:Item:MetaData, Localized Name
botania:petal:3, Mystical Light Blue Petal
botania:petal:4, Mystical Yellow Petal
botania:petal:5, Mystical Lime Petal
botania:petal:6, Mystical Pink Petal
botania:petal:7, Mystical Gray Petal
botania:petal:8, Mystical Light Gray Petal
botania:petal:9, Mystical Cyan Petal
botania:petal:10, Mystical Purple Petal
botania:petal:11, Mystical Blue Petal
botania:petal:12, Mystical Brown Petal
botania:petal:13, Mystical Green Petal
botania:petal:14, Mystical Red Petal
botania:petal:15, Mystical Black Petal
botania:dye:0, Floral White Powder
botania:dye:1, Floral Orange Powder
botania:dye:2, Floral Magenta Powder
botania:dye:3, Floral Light Blue Powder
botania:dye:4, Floral Yellow Powder
botania:dye:5, Floral Lime Powder
botania:dye:6, Floral Pink Powder
botania:dye:7, Floral Gray Powder
botania:dye:8, Floral Light Gray Powder
botania:dye:9, Floral Cyan Powder
botania:dye:10, Floral Purple Powder
botania:dye:11, Floral Blue Powder
botania:dye:12, Floral Brown Powder
botania:dye:13, Floral Green Powder
botania:dye:14, Floral Red Powder
botania:dye:15, Floral Black Powder
botania:pestleandmortar, item.pestleAndMortar.name
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:twigwand:0, Wand of the Forest
botania:manaresource:0, Manasteel Ingot
botania:manaresource:1, Mana Pearl
botania:manaresource:2, Mana Diamond
botania:manaresource:3, Livingwood Twig
botania:manaresource:4, Terrasteel Ingot
botania:manaresource:5, Gaia Spirit
botania:manaresource:6, Redstone Root
botania:manaresource:7, Elementium Ingot
botania:manaresource:8, Pixie Dust
botania:manaresource:9, Dragonstone
botania:manaresource:11, Crafting Placeholder
botania:manaresource:12, Red String
botania:manaresource:13, Dreamwood Twig
botania:manaresource:14, Gaia Spirit Ingot
botania:manaresource:15, Ender Air Bottle
botania:manaresource:16, Mana Infused String
botania:manaresource:17, Manasteel Nugget
botania:manaresource:18, Terrasteel Nugget
botania:manaresource:19, Elementium Nugget
botania:manaresource:22, Manaweave Cloth
botania:manaresource:23, Mana Powder
botania:lens:0, Mana Lens
botania:lens:1, Mana Lens: Velocity
botania:lens:2, Mana Lens: Potency
botania:lens:3, Mana Lens: Resistance
botania:lens:4, Mana Lens: Efficiency
botania:lens:5, Mana Lens: Bounce
botania:lens:6, Mana Lens: Gravity
botania:lens:7, Mana Lens: Bore
botania:lens:8, Mana Lens: Damaging
botania:lens:9, Mana Lens: Phantom
botania:lens:10, Mana Lens: Magnetizing
botania:lens:11, Mana Lens: Entropic
botania:lens:12, Mana Lens: Influence
botania:lens:13, Mana Lens: Weight
botania:lens:14, Mana Lens: Paintslinger
botania:lens:15, Mana Lens: Kindle
botania:lens:16, Mana Lens: Force
botania:lens:17, Mana Lens: Flash
botania:lens:18, Mana Lens: Warp
botania:lens:19, Mana Lens: Redirective
botania:lens:20, Mana Lens: Celebratory
botania:lens:21, Mana Lens: Flare
botania:lens:22, Mana Lens: Messenger
botania:lens:23, Mana Lens: Tripwire
botania:rune:0, Rune of Water
botania:rune:1, Rune of Fire
botania:rune:2, Rune of Earth
botania:rune:3, Rune of Air
botania:rune:4, Rune of Spring
botania:rune:5, Rune of Summer
botania:rune:6, Rune of Autumn
botania:rune:7, Rune of Winter
botania:rune:8, Rune of Mana
botania:rune:9, Rune of Lust
botania:rune:10, Rune of Gluttony
botania:rune:11, Rune of Greed
botania:rune:12, Rune of Sloth
botania:rune:13, Rune of Wrath
botania:rune:14, Rune of Envy
botania:rune:15, Rune of Pride
botania:manatablet, item.manaTablet.name
botania:managun, item.manaGun.name
botania:manacookie, item.manaCookie.name
botania:fertilizer, item.fertilizer.name
botania:grassseeds:0, Pasture Seeds
botania:grassseeds:1, Boreal Seeds
botania:grassseeds:2, Infestation Spores
botania:grassseeds:3, Dry Pasture Seeds
botania:grassseeds:4, Golden Pasture Seeds
botania:grassseeds:5, Vivid Pasture Seeds
botania:grassseeds:6, Scorched Pasture Seeds
botania:grassseeds:7, Infused Pasture Seeds
botania:grassseeds:8, Mutated Pasture Seeds
botania:dirtrod, item.dirtRod.name
botania:terraformrod, item.terraformRod.name
botania:grasshorn:0, Horn of the Wild
botania:grasshorn:1, Horn of the Canopy
botania:grasshorn:2, Horn of the Covering
botania:manamirror, item.manaMirror.name
botania:manasteelhelm, item.manasteelHelm.name
botania:manasteelhelmreveal, item.manasteelHelmReveal.name
botania:manasteelchest, item.manasteelChest.name
botania:manasteellegs, item.manasteelLegs.name
botania:manasteelboots, item.manasteelBoots.name
botania:manasteelpick, item.manasteelPick.name
botania:manasteelshovel, item.manasteelShovel.name
botania:manasteelaxe, item.manasteelAxe.name
botania:manasteelsword, item.manasteelSword.name
botania:manasteelshears, item.manasteelShears.name
botania:terrasteelhelm, item.terrasteelHelm.name
botania:terrasteelhelmreveal, item.terrasteelHelmReveal.name
botania:terrasteelchest, item.terrasteelChest.name
botania:terrasteellegs, item.terrasteelLegs.name
botania:terrasteelboots, item.terrasteelBoots.name
botania:terrasword, item.terraSword.name
botania:tinyplanet, item.tinyPlanet.name
botania:manaring, item.manaRing.name
botania:auraring, item.auraRing.name
botania:manaringgreater, item.manaRingGreater.name
botania:auraringgreater, item.auraRingGreater.name
botania:travelbelt, item.travelBelt.name
botania:knockbackbelt, item.knockbackBelt.name
botania:icependant, item.icePendant.name
botania:lavapendant, item.lavaPendant.name
botania:magnetring, item.magnetRing.name
botania:waterring, item.waterRing.name
botania:miningring, item.miningRing.name
botania:terrapick, item.terraPick.name
botania:divacharm, item.divaCharm.name
botania:flighttiara:0, Flügel Tiara
botania:flighttiara:1, Flügel Tiara
botania:flighttiara:2, Flügel Tiara
botania:flighttiara:3, Flügel Tiara
botania:flighttiara:4, Flügel Tiara
botania:flighttiara:5, Flügel Tiara
botania:flighttiara:6, Flügel Tiara
botania:flighttiara:7, Flügel Tiara
botania:flighttiara:8, Flügel Tiara
botania:enderdagger, item.enderDagger.name
botania:quartz:0, Smokey Quartz
botania:quartz:1, Mana Quartz
botania:quartz:2, Blaze Quartz
botania:quartz:3, Lavender Quartz
botania:quartz:4, Redquartz
botania:quartz:5, Elven Quartz
botania:quartz:6, Sunny Quartz
botania:waterrod, item.waterRod.name
botania:elementiumhelm, item.elementiumHelm.name
botania:elementiumhelmreveal, item.elementiumHelmReveal.name
botania:elementiumchest, item.elementiumChest.name
botania:elementiumlegs, item.elementiumLegs.name
botania:elementiumboots, item.elementiumBoots.name
botania:elementiumpick, item.elementiumPick.name
botania:elementiumshovel, item.elementiumShovel.name
botania:elementiumaxe, item.elementiumAxe.name
botania:elementiumsword, item.elementiumSword.name
botania:elementiumshears, item.elementiumShears.name
botania:openbucket, item.openBucket.name
botania:spawnermover, item.spawnerMover.name
botania:pixiering, item.pixieRing.name
botania:supertravelbelt, item.superTravelBelt.name
botania:rainbowrod, item.rainbowRod.name
botania:tornadorod, item.tornadoRod.name
botania:firerod, item.fireRod.name
botania:vineball, item.vineBall.name
botania:slingshot, item.slingshot.name
botania:manabottle, item.manaBottle.name
botania:laputashard:0, Shard of Laputa
botania:laputashard:4, Shard of Laputa
botania:laputashard:9, Shard of Laputa
botania:laputashard:14, Shard of Laputa
botania:laputashard:19, Shard of Laputa
botania:virus:0, Necrodermal Virus
botania:virus:1, Nullodermal Virus
botania:reachring, item.reachRing.name
botania:skydirtrod, item.skyDirtRod.name
botania:itemfinder, item.itemFinder.name
botania:superlavapendant, item.superLavaPendant.name
botania:enderhand, item.enderHand.name
botania:glasspick, item.glassPick.name
botania:spark, item.spark.name
botania:sparkupgrade:0, Spark Augment: Dispersive
botania:sparkupgrade:1, Spark Augment: Dominant
botania:sparkupgrade:2, Spark Augment: Recessive
botania:sparkupgrade:3, Spark Augment: Isolated
botania:diviningrod, item.diviningRod.name
botania:gravityrod, item.gravityRod.name
botania:manainkwell, item.manaInkwell.name
botania:vial:0, Managlass Vial
botania:vial:1, Alfglass Flask
botania:brewvial, item.brewVial.name
botania:brewflask, item.brewFlask.name
botania:bloodpendant, item.bloodPendant.name
botania:missilerod, item.missileRod.name
botania:holycloak, item.holyCloak.name
botania:unholycloak, item.unholyCloak.name
botania:balancecloak, item.balanceCloak.name
botania:craftinghalo, item.craftingHalo.name
botania:blacklotus:0, Black Lotus
botania:blacklotus:1, Blacker Lotus
botania:monocle, item.monocle.name
botania:clip, item.clip.name
botania:cobblerod, item.cobbleRod.name
botania:smeltrod, item.smeltRod.name
botania:worldseed, item.worldSeed.name
botania:spellcloth, item.spellCloth.name
botania:thornchakram:0, Thorn Chakram
botania:thornchakram:1, Flare Chakram
botania:overgrowthseed, item.overgrowthSeed.name
botania:craftpattern:0, Crafting Pattern #1: 1x1
botania:craftpattern:1, Crafting Pattern #2: 2x2
botania:craftpattern:2, Crafting Pattern #3: 1x2
botania:craftpattern:3, Crafting Pattern #4: 2x1
botania:craftpattern:4, Crafting Pattern #5: 1x3
botania:craftpattern:5, Crafting Pattern #6: 3x1
botania:craftpattern:6, Crafting Pattern #7: 2x3
botania:craftpattern:7, Crafting Pattern #8: 3x2
botania:craftpattern:8, Crafting Pattern #9: Donut
botania:ancientwill:0, Will of Ahrim
botania:ancientwill:1, Will of Dharok
botania:ancientwill:2, Will of Guthan
botania:ancientwill:3, Will of Torag
botania:ancientwill:4, Will of Verac
botania:ancientwill:5, Will of Karil
botania:corporeaspark:0, Corporea Spark
botania:corporeaspark:1, Master Corporea Spark
botania:livingwoodbow, item.livingwoodBow.name
botania:crystalbow, item.crystalBow.name
botania:cosmetic:0, Black Bowtie
botania:cosmetic:1, Black Tie
botania:cosmetic:2, Red Glasses
botania:cosmetic:3, Puffy Scarf
botania:cosmetic:4, Engineer Goggles
botania:cosmetic:5, Eyepatch
botania:cosmetic:6, Wicked Eyepatch
botania:cosmetic:7, Red Ribbons
botania:cosmetic:8, Pink Flower Bud
botania:cosmetic:9, Polka-Dotted Bows
botania:cosmetic:10, Blue Butterfly
botania:cosmetic:11, Cat Ears
botania:cosmetic:12, Witch Pin
botania:cosmetic:13, Devil Tail
botania:cosmetic:14, Kamui Eye
botania:cosmetic:15, Googly Eyes
botania:cosmetic:16, Four-Leafed Clover
botania:cosmetic:17, Clock Eye
botania:cosmetic:18, Unicorn Horn
botania:cosmetic:19, Devil Horns
botania:cosmetic:20, Hyper Plus
botania:cosmetic:21, Botanist Emblem
botania:cosmetic:22, Ancient Mask
botania:cosmetic:23, Eerie Mask
botania:cosmetic:24, Alien Antenna
botania:cosmetic:25, Anaglyph Glasses
botania:cosmetic:26, Orange Shades
botania:cosmetic:27, Groucho Glasses
botania:cosmetic:28, Thick Eyebrows
botania:cosmetic:29, Lusitanic Shield
botania:cosmetic:30, Tiny Potato Mask
botania:cosmetic:31, Questgiver Mark
botania:cosmetic:32, Thinking Hand
botania:swapring, item.swapRing.name
botania:flowerbag, item.flowerBag.name
botania:phantomink, item.phantomInk.name
botania:poolminecart, item.poolMinecart.name
botania:pinkinator, item.pinkinator.name
botania:infinitefruit, item.infiniteFruit.name
botania:kingkey, item.kingKey.name
botania:flugeleye, item.flugelEye.name
botania:thorring, item.thorRing.name
botania:odinring, item.odinRing.name
botania:lokiring, item.lokiRing.name
botania:dice, item.dice.name
botania:keepivy, item.keepIvy.name
botania:blackholetalisman:0, Black Hole Talisman
botania:recordgaia1, item.recordGaia1.name
botania:recordgaia2, item.recordGaia2.name
botania:temperancestone:0, Stone of Temperance
botania:incensestick, item.incenseStick.name
botania:terraaxe, item.terraAxe.name
botania:waterbowl, item.waterBowl.name
botania:obediencestick, item.obedienceStick.name
botania:cacophonium, item.cacophonium.name
botania:slimebottle:0, Slime in a Bottle
botania:starsword, item.starSword.name
botania:exchangerod, item.exchangeRod.name
botania:magnetringgreater, item.magnetRingGreater.name
botania:thundersword, item.thunderSword.name
botania:manaweavehelm, item.manaweaveHelm.name
botania:manaweavechest, item.manaweaveChest.name
botania:manaweavelegs, item.manaweaveLegs.name
botania:manaweaveboots, item.manaweaveBoots.name
botania:autocraftinghalo, item.autocraftingHalo.name
botania:gaiahead, item.gaiaHead.name
botania:sextant, item.sextant.name
botania:speedupbelt, item.speedUpBelt.name
botania:baublebox, item.baubleBox.name
botania:dodgering, item.dodgeRing.name
botania:invisibilitycloak, item.invisibilityCloak.name
botania:cloudpendant, item.cloudPendant.name
botania:supercloudpendant, item.superCloudPendant.name
botania:thirdeye, item.thirdEye.name
botania:astrolabe, item.astrolabe.name
botania:goddesscharm, item.goddessCharm.name
conarm:helmet_core:0, Naga Scale Helmet Core
conarm:helmet_core:0, Steeleaf Helmet Core
conarm:helmet_core:0, Fiery Helmet Core
conarm:helmet_core:0, Knightly Helmet Core
conarm:helmet_core:0, Wooden Helmet Core
conarm:helmet_core:0, Stone Helmet Core
conarm:helmet_core:0, Flint Helmet Core
conarm:helmet_core:0, Cactus Helmet Core
conarm:helmet_core:0, Bone Helmet Core
conarm:helmet_core:0, Obsidian Helmet Core
conarm:helmet_core:0, Prismarine Helmet Core
conarm:helmet_core:0, End Helmet Core
conarm:helmet_core:0, Paper Helmet Core
conarm:helmet_core:0, Sponge Helmet Core
conarm:helmet_core:0, Firewood Helmet Core
conarm:helmet_core:0, Iron Helmet Core
conarm:helmet_core:0, Pig Iron Helmet Core
conarm:helmet_core:0, Knightslime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Magma Slime Helmet Core
conarm:helmet_core:0, Aluminum Brass Helmet Core
conarm:helmet_core:0, Alumite Helmet Core
conarm:helmet_core:0, Netherrack Helmet Core
conarm:helmet_core:0, Cobalt Helmet Core
conarm:helmet_core:0, Ardite Helmet Core
conarm:helmet_core:0, Manyullyn Helmet Core
conarm:helmet_core:0, Bloody Bone Helmet Core
conarm:helmet_core:0, Copper Helmet Core
conarm:helmet_core:0, Bronze Helmet Core
conarm:helmet_core:0, Lead Helmet Core
conarm:helmet_core:0, Silver Helmet Core
conarm:helmet_core:0, Electrum Helmet Core
conarm:helmet_core:0, Steel Helmet Core
conarm:helmet_core:0, Treated Wood Helmet Core
conarm:helmet_core:0, Constantan Helmet Core
conarm:helmet_core:0, Dragon Bone Helmet Core
conarm:helmet_core:0, Desert Myrmex Chitin Helmet Core
conarm:helmet_core:0, Jungle Myrmex Chitin Helmet Core
conarm:helmet_core:0, Fire Dragonsteel Helmet Core
conarm:helmet_core:0, Ice Dragonsteel Helmet Core
conarm:helmet_core:0, Weezer Helmet Core
conarm:helmet_core:0, Frost Troll Leather Helmet Core
conarm:helmet_core:0, Tan Deathworm Chitin Helmet Core
conarm:helmet_core:0, Bronze Dragon Scales Helmet Core
conarm:helmet_core:0, Blue Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Purple Sea Serpent Scales Helmet Core
conarm:helmet_core:0, White Dragon Scales Helmet Core
conarm:helmet_core:0, White Deathworm Chitin Helmet Core
conarm:helmet_core:0, Brown Deathworm Chitin Helmet Core
conarm:helmet_core:0, Gray Dragon Scales Helmet Core
conarm:helmet_core:0, Sapphire Dragon Scales Helmet Core
conarm:helmet_core:0, Teal Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Blue Dragon Scales Helmet Core
conarm:helmet_core:0, Forest Troll Leather Helmet Core
conarm:helmet_core:0, Green Dragon Scales Helmet Core
conarm:helmet_core:0, Mountain Troll Leather Helmet Core
conarm:helmet_core:0, Bronze Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Red Dragon Scales Helmet Core
conarm:helmet_core:0, Deep Blue Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Red Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Green Sea Serpent Scales Helmet Core
conarm:helmet_core:0, Silver Dragon Scales Helmet Core
conarm:helmet_core:0, Enderium Helmet Core
conarm:helmet_core:0, Platinum Helmet Core
conarm:helmet_core:0, Iridium Helmet Core
conarm:helmet_core:0, Mithril Helmet Core
conarm:helmet_core:0, Signalum Helmet Core
conarm:helmet_core:0, Lumium Helmet Core
conarm:helmet_core:0, Invar Helmet Core
conarm:helmet_core:0, Nickel Helmet Core
conarm:helmet_core:0, Tin Helmet Core
conarm:helmet_core:0, Brass Helmet Core
conarm:helmet_core:0, Aluminum Helmet Core
conarm:helmet_core:0, Zinc Helmet Core
conarm:helmet_core:0, Refined Obsidian Helmet Core
conarm:helmet_core:0, Refined Glowstone Helmet Core
conarm:helmet_core:0, Osmium Helmet Core
conarm:helmet_core:0, Manasteel Helmet Core
conarm:helmet_core:0, Terrasteel Helmet Core
conarm:helmet_core:0, Elementium Helmet Core
conarm:helmet_core:0, Gaia Spirit Helmet Core
conarm:helmet_core:0, Yellorium Helmet Core
conarm:helmet_core:0, Cyanite Helmet Core
conarm:helmet_core:0, Blutonium Helmet Core
conarm:helmet_core:0, Ludicrite Helmet Core
conarm:helmet_core:0, Quartz Enriched Iron Helmet Core
conarm:helmet_core:0, Draconium Helmet Core
conarm:helmet_core:0, Wyvern Draconium Helmet Core
conarm:helmet_core:0, Awakened Draconium Helmet Core
conarm:helmet_core:0, Chaotic Draconium Helmet Core
conarm:helmet_core:0, Psimetal Helmet Core
conarm:helmet_core:0, Psigem Helmet Core
conarm:helmet_core:0, Ivory Psimetal Helmet Core
conarm:helmet_core:0, Ebony Psimetal Helmet Core
conarm:helmet_core:0, Dark Matter Helmet Core
conarm:helmet_core:0, Red Matter Helmet Core
conarm:helmet_core:0, Fluxed Electrum Helmet Core
conarm:helmet_core:0, Refined Iron Helmet Core
conarm:helmet_core:0, Tungsten Helmet Core
conarm:helmet_core:0, Titanium Helmet Core
conarm:helmet_core:0, Chrome Helmet Core
conarm:helmet_core:0, Advanced Alloy Helmet Core
conarm:helmet_core:0, Ruby Helmet Core
conarm:helmet_core:0, Sapphire Helmet Core
conarm:helmet_core:0, Peridot Helmet Core
conarm:helmet_core:0, Yellow Garnet Helmet Core
conarm:helmet_core:0, Red Garnet Helmet Core
conarm:helmet_core:0, Rubber Helmet Core
conarm:helmet_core:0, Certus Quartz Helmet Core
conarm:helmet_core:0, Fluix Crystal Helmet Core
conarm:helmet_core:0, Boron Helmet Core
conarm:helmet_core:0, Tough Alloy Helmet Core
conarm:helmet_core:0, Hard Carbon Helmet Core
conarm:helmet_core:0, Boron Nitride Helmet Core
conarm:helmet_core:0, Thorium Helmet Core
conarm:helmet_core:0, Uranium Helmet Core
conarm:helmet_core:0, Magnesium Helmet Core
conarm:helmet_core:0, Chocolate Helmet Core
conarm:helmet_core:0, Wool Helmet Core
conarm:helmet_core:0, Jelled Slime Helmet Core
conarm:armor_trim:0, Naga Scale Armor Trim
conarm:armor_trim:0, Steeleaf Armor Trim
conarm:armor_trim:0, Fiery Armor Trim
conarm:armor_trim:0, Knightly Armor Trim
conarm:armor_trim:0, Wooden Armor Trim
conarm:armor_trim:0, Stone Armor Trim
conarm:armor_trim:0, Flint Armor Trim
conarm:armor_trim:0, Cactus Armor Trim
conarm:armor_trim:0, Bone Armor Trim
conarm:armor_trim:0, Obsidian Armor Trim
conarm:armor_trim:0, Prismarine Armor Trim
conarm:armor_trim:0, End Armor Trim
conarm:armor_trim:0, Paper Armor Trim
conarm:armor_trim:0, Sponge Armor Trim
conarm:armor_trim:0, Firewood Armor Trim
conarm:armor_trim:0, Iron Armor Trim
conarm:armor_trim:0, Pig Iron Armor Trim
conarm:armor_trim:0, Knightslime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Magma Slime Armor Trim
conarm:armor_trim:0, Aluminum Brass Armor Trim
conarm:armor_trim:0, Alumite Armor Trim
conarm:armor_trim:0, Netherrack Armor Trim
conarm:armor_trim:0, Cobalt Armor Trim
conarm:armor_trim:0, Ardite Armor Trim
conarm:armor_trim:0, Manyullyn Armor Trim
conarm:armor_trim:0, Bloody Bone Armor Trim
conarm:armor_trim:0, Copper Armor Trim
conarm:armor_trim:0, Bronze Armor Trim
conarm:armor_trim:0, Lead Armor Trim
conarm:armor_trim:0, Silver Armor Trim
conarm:armor_trim:0, Electrum Armor Trim
conarm:armor_trim:0, Steel Armor Trim
conarm:armor_trim:0, Treated Wood Armor Trim
conarm:armor_trim:0, Constantan Armor Trim
conarm:armor_trim:0, Dragon Bone Armor Trim
conarm:armor_trim:0, Desert Myrmex Chitin Armor Trim
conarm:armor_trim:0, Jungle Myrmex Chitin Armor Trim
conarm:armor_trim:0, Fire Dragonsteel Armor Trim
conarm:armor_trim:0, Ice Dragonsteel Armor Trim
conarm:armor_trim:0, Weezer Armor Trim
conarm:armor_trim:0, Frost Troll Leather Armor Trim
conarm:armor_trim:0, Tan Deathworm Chitin Armor Trim
conarm:armor_trim:0, Bronze Dragon Scales Armor Trim
conarm:armor_trim:0, Blue Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Purple Sea Serpent Scales Armor Trim
conarm:armor_trim:0, White Dragon Scales Armor Trim
conarm:armor_trim:0, White Deathworm Chitin Armor Trim
conarm:armor_trim:0, Brown Deathworm Chitin Armor Trim
conarm:armor_trim:0, Gray Dragon Scales Armor Trim
conarm:armor_trim:0, Sapphire Dragon Scales Armor Trim
conarm:armor_trim:0, Teal Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Blue Dragon Scales Armor Trim
conarm:armor_trim:0, Forest Troll Leather Armor Trim
conarm:armor_trim:0, Green Dragon Scales Armor Trim
conarm:armor_trim:0, Mountain Troll Leather Armor Trim
conarm:armor_trim:0, Bronze Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Red Dragon Scales Armor Trim
conarm:armor_trim:0, Deep Blue Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Red Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Green Sea Serpent Scales Armor Trim
conarm:armor_trim:0, Silver Dragon Scales Armor Trim
conarm:armor_trim:0, Enderium Armor Trim
conarm:armor_trim:0, Platinum Armor Trim
conarm:armor_trim:0, Iridium Armor Trim
conarm:armor_trim:0, Mithril Armor Trim
conarm:armor_trim:0, Signalum Armor Trim
conarm:armor_trim:0, Lumium Armor Trim
conarm:armor_trim:0, Invar Armor Trim
conarm:armor_trim:0, Nickel Armor Trim
conarm:armor_trim:0, Tin Armor Trim
conarm:armor_trim:0, Brass Armor Trim
conarm:armor_trim:0, Aluminum Armor Trim
conarm:armor_trim:0, Zinc Armor Trim
conarm:armor_trim:0, Refined Obsidian Armor Trim
conarm:armor_trim:0, Refined Glowstone Armor Trim
conarm:armor_trim:0, Osmium Armor Trim
conarm:armor_trim:0, Manasteel Armor Trim
conarm:armor_trim:0, Terrasteel Armor Trim
conarm:armor_trim:0, Elementium Armor Trim
conarm:armor_trim:0, Gaia Spirit Armor Trim
conarm:armor_trim:0, Yellorium Armor Trim
conarm:armor_trim:0, Cyanite Armor Trim
conarm:armor_trim:0, Blutonium Armor Trim
conarm:armor_trim:0, Ludicrite Armor Trim
conarm:armor_trim:0, Quartz Enriched Iron Armor Trim
conarm:armor_trim:0, Draconium Armor Trim
conarm:armor_trim:0, Wyvern Draconium Armor Trim
conarm:armor_trim:0, Awakened Draconium Armor Trim
conarm:armor_trim:0, Chaotic Draconium Armor Trim
conarm:armor_trim:0, Psimetal Armor Trim
conarm:armor_trim:0, Psigem Armor Trim
conarm:armor_trim:0, Ivory Psimetal Armor Trim
conarm:armor_trim:0, Ebony Psimetal Armor Trim
conarm:armor_trim:0, Dark Matter Armor Trim
conarm:armor_trim:0, Red Matter Armor Trim
conarm:armor_trim:0, Fluxed Electrum Armor Trim
conarm:armor_trim:0, Refined Iron Armor Trim
conarm:armor_trim:0, Tungsten Armor Trim
conarm:armor_trim:0, Titanium Armor Trim
conarm:armor_trim:0, Chrome Armor Trim
conarm:armor_trim:0, Advanced Alloy Armor Trim
conarm:armor_trim:0, Ruby Armor Trim
conarm:armor_trim:0, Sapphire Armor Trim
conarm:armor_trim:0, Peridot Armor Trim
conarm:armor_trim:0, Yellow Garnet Armor Trim
conarm:armor_trim:0, Red Garnet Armor Trim
conarm:armor_trim:0, Rubber Armor Trim
conarm:armor_trim:0, Certus Quartz Armor Trim
conarm:armor_trim:0, Fluix Crystal Armor Trim
conarm:armor_trim:0, Boron Armor Trim
conarm:armor_trim:0, Tough Alloy Armor Trim
conarm:armor_trim:0, Hard Carbon Armor Trim
conarm:armor_trim:0, Boron Nitride Armor Trim
conarm:armor_trim:0, Thorium Armor Trim
conarm:armor_trim:0, Uranium Armor Trim
conarm:armor_trim:0, Magnesium Armor Trim
conarm:armor_trim:0, Chocolate Armor Trim
conarm:armor_trim:0, Wool Armor Trim
conarm:armor_trim:0, Jelled Slime Armor Trim
conarm:armor_plate:0, Naga Scale Armor Plates
conarm:armor_plate:0, Steeleaf Armor Plates
conarm:armor_plate:0, Fiery Armor Plates
conarm:armor_plate:0, Knightly Armor Plates
conarm:armor_plate:0, Wooden Armor Plates
conarm:armor_plate:0, Stone Armor Plates
conarm:armor_plate:0, Flint Armor Plates
conarm:armor_plate:0, Cactus Armor Plates
conarm:armor_plate:0, Bone Armor Plates
conarm:armor_plate:0, Obsidian Armor Plates
conarm:armor_plate:0, Prismarine Armor Plates
conarm:armor_plate:0, End Armor Plates
conarm:armor_plate:0, Paper Armor Plates
conarm:armor_plate:0, Sponge Armor Plates
conarm:armor_plate:0, Firewood Armor Plates
conarm:armor_plate:0, Iron Armor Plates
conarm:armor_plate:0, Pig Iron Armor Plates
conarm:armor_plate:0, Knightslime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Magma Slime Armor Plates
conarm:armor_plate:0, Aluminum Brass Armor Plates
conarm:armor_plate:0, Alumite Armor Plates
conarm:armor_plate:0, Netherrack Armor Plates
conarm:armor_plate:0, Cobalt Armor Plates
conarm:armor_plate:0, Ardite Armor Plates
conarm:armor_plate:0, Manyullyn Armor Plates
conarm:armor_plate:0, Bloody Bone Armor Plates
conarm:armor_plate:0, Copper Armor Plates
conarm:armor_plate:0, Bronze Armor Plates
conarm:armor_plate:0, Lead Armor Plates
conarm:armor_plate:0, Silver Armor Plates
conarm:armor_plate:0, Electrum Armor Plates
conarm:armor_plate:0, Steel Armor Plates
conarm:armor_plate:0, Treated Wood Armor Plates
conarm:armor_plate:0, Constantan Armor Plates
conarm:armor_plate:0, Dragon Bone Armor Plates
conarm:armor_plate:0, Desert Myrmex Chitin Armor Plates
conarm:armor_plate:0, Jungle Myrmex Chitin Armor Plates
conarm:armor_plate:0, Fire Dragonsteel Armor Plates
conarm:armor_plate:0, Ice Dragonsteel Armor Plates
conarm:armor_plate:0, Weezer Armor Plates
conarm:armor_plate:0, Frost Troll Leather Armor Plates
conarm:armor_plate:0, Tan Deathworm Chitin Armor Plates
conarm:armor_plate:0, Bronze Dragon Scales Armor Plates
conarm:armor_plate:0, Blue Sea Serpent Scales Armor Plates
conarm:armor_plate:0, Purple Sea Serpent Scales Armor Plates
conarm:armor_plate:0, White Dragon Scales Armor Plates
conarm:armor_plate:0, White Deathworm Chitin Armor Plates
conarm:armor_plate:0, Brown Deathworm Chitin Armor Plates
conarm:armor_plate:0, Gray Dragon Scales Armor Plates
conarm:armor_plate:0, Sapphire Dragon Scales Armor Plates
conarm:armor_plate:0, Teal Sea Serpent Scales Armor Plates
